Platform ID: 11E115B0
=====MatA: 100X100
10.25	4616.75	1583.5	6625	4792.25	3931	2869.5	7339.5	6740.5	6116	1426.25	7036.25	5820.25	4206.75	2490.25	122.75	748.75	2985.5	1206.75	1359	8097.75	3651	975.5	38.25	73	3095.5	4355.25	4679	4929.5	4973.75	1361.75	5431.5	3692.75	2884.5	467.25	4978	6416.75	6574.75	4258.75	2473.5	7175.75	5952.75	7830.5	7583.25	4418.25	1166	3785.25	1927.75	7063.25	1717	6386.75	6911	8165.5	8189.25	5009.25	3214.75	2180.75	2435.25	6882.25	194.5	3079	758.75	5547.5	460.5	72	7526.5	2260	2235.5	4816	5662	6861.5	5951.25	3972.5	1682.25	6092.5	3837.5	3751.5	7775.25	6098.25	887	4907.25	3155.75	6021	4988.5	4689	2960	1241.5	1844	3482.75	6577	4236	8109.75	6156.5	2830.75	1384.25	5384.5	4029.5	520.5	5732.25	4135.25	
1208.25	7778.75	1159.75	7414.5	5676	2482.5	3494.25	576.5	7918.25	5596.5	1255.25	7186.25	6731	4768	1567.5	1457.25	6694.25	3893.25	1274.25	4128	5996.5	3322.5	2290.25	4659	5588.75	6191.75	5913.75	3893.5	1007.75	3013	6837.5	287.5	4235.25	5431	3491.5	857.5	7776.75	7547.75	4501.75	2834.25	3864.25	3071.75	6938.25	2595.75	3736.25	2227.25	8052.25	2439.5	6055.25	4647	1605.5	6236.5	6876.5	3257.5	4103.25	7292	225	8147.75	4690.5	413.75	4352.5	1589.75	6906	5134.25	5387	1620.75	6898.75	1010.25	900.5	6087.5	2572.75	7709	2343.5	2755	1149	6005.25	6837	5799.75	4917	6121	2070.25	1183.5	13.25	499.75	6604.5	6984.5	1725	947	4531.75	116.75	932	3723.25	6162	5620.75	4451.75	605.25	3577.5	1654.25	5703.25	2378.5	
3577.25	1904	4733.75	4362.75	5150	1312.25	4129.75	7889	5699.5	7575.75	1556	2752	1461	8152.25	3747.25	8175.5	798.75	5121.25	773.25	3585.75	7630.75	396.75	7328.5	2375.75	1862	6300	3364.5	1654.5	5145	4949	3699.5	3820.25	4897.25	5199.5	7002.25	6789.25	5118	5905.5	4634.5	3073	1509.5	6044.75	4547.5	7414.25	1989.5	1547.75	4953.75	5722	4789	2877.75	4050.5	658.5	6068	5013.75	5082	5661.5	6590.5	1221.5	4718.75	7108.25	7467.25	5035.5	5961	354	5470.25	7999.5	2580.5	4662.75	2505.25	1424.75	889.25	7119	6973	6097.25	1268.75	2678	650	627.5	5250.75	6717.25	4465.25	3672	3350.25	2447.25	3813.75	4105.75	1250.5	2646.25	6045.5	2571.25	6772	7856.5	7154.25	5939.25	2458	7733	1042.25	538.5	6430.25	4297.25	
4994	7832.25	592	7173	5356.25	2638.75	858.5	4137.25	1860.25	2378	7536.25	4515	5429.5	938.25	4034.75	3105.75	4069.75	6499	4171.75	3132.25	5637.25	4359.25	4966.5	3237.25	48.25	5798.75	824.25	5104	7071.5	4026.25	6122	4070.5	3113.75	6433.5	4528.5	2925.25	7829	5167.75	1446.5	3065.75	1078.25	6088.75	7796.25	5013.25	228	2702	458	5236.25	1078.25	6939	7080.25	4889.5	5911.5	6995.5	120.25	1036	5799	5055.5	1782.25	540.25	1383.75	5112.5	2793.25	2616.5	3011	5414.75	6573	6609.75	4313.25	5006	6538.5	7377.5	1186.25	5162.25	3296.5	2078.25	1118.5	7005.5	542	3504.5	4696.75	2476.25	4489.5	1847.75	2550.5	906.25	6619.25	1103.5	2328.5	6456	7333.5	6468.5	6093	5039.75	2958.25	7017.5	1871.75	7074.25	1879.5	2044.25	
4443.25	8067.5	440.75	667	4298	3496.25	775.5	2120	7303.25	1906.75	1200.5	1024.75	7631.75	656.25	385.75	481	2755.75	7493	3265.25	3545.25	7750.75	6858	4376.25	6898.25	5681.25	3257.75	2123	35.5	4305.5	7821.5	3266	1975	4796.75	2090	5603.25	7743.5	3567.5	7292.5	58.75	7708.25	4927.75	6440	4724	1166.75	1821.25	3137.5	35	3423.5	673.75	5406	7004.75	531.25	6644	5423.5	5664.5	6575.5	4342.75	5616.5	1169.5	5648.25	5962.75	6371	254.5	7116	5279.75	5788	700	4521.75	7765	481.5	2252.5	1189.25	8042.5	5078.75	2394	7556.75	3010.75	5689.5	1791	1277.25	1970.5	4271.5	7391.25	871.75	7394.25	3618.5	656.25	6406.75	1407.25	7982	6355.75	7130	1725.5	3740.5	30.75	6149	934.25	3315.25	2548.75	8131.25	
316	2065	1550.5	2029	1257.5	5081.5	7252.75	7692.75	1602.75	6386.75	5288.25	5380	7447.5	3731	7547	5440.75	1235	5212.75	4665.5	3457.25	7725	4428.25	4739.5	4394.5	2091.25	3251.75	2869.25	300	6514.5	1609.75	575.75	3190	4839.25	581	1619.25	1277	5278.25	3721.75	4950.25	5712.5	3615	5607	3248.25	6846	4851.25	1635	7777.75	7176	3208.75	8089	1518	7337.5	4705.75	3621.25	5139	5804	406.5	2339.25	2131.5	3339.25	7334.25	5817.75	5967.25	7340.25	3224	3255.5	7404.25	2528	3179.25	4674	2896.25	6010.25	6105.75	6032.25	6057.25	1141.25	1639.75	2233	5574	7463.75	3013.25	4240.5	896	7433.5	1663.5	4243	5364.25	3592.25	5633	740.75	651.75	620.75	227.75	2908.75	2516.75	5712	1168.75	3234.5	555.75	5535.5	
5938.5	1627.75	5685.25	5043.75	5364.75	4456.25	805.25	4467.5	406.5	7983.5	3801.25	7945.75	5962.5	4349.5	5569.75	5675.25	3048.25	3183.5	409.25	6633.5	1389	498.25	2544	6426.25	1740.5	2637	3970.25	75	3603.25	4160.25	4963.75	6213.75	3285.5	2865.5	6902.75	7719.25	5106	8169.5	438	4610.75	7074	3168.25	2510	2328.25	218.75	5018	3204.5	152.5	254.25	3733	7028	7673.75	3292.25	5957.75	5010	6622	7171.25	4772.5	4874.25	647.25	6497.5	3786.25	4838.25	4828.5	4662.75	6685	5511	2814.5	83.75	2189.75	2798	1901.25	6316	3045.25	7125.75	957.25	5943.75	5152	7323	1499.25	4387.25	7389	6390.25	7906.75	1616.75	7385.25	6532.25	7810	6953.25	7293.5	5150.25	1519.25	5053.75	2170.75	2053.25	5998	6456	1400.25	5848	3939.75	
667.5	6607	7006.75	1021	2518.75	4696.5	3874.5	6242.5	1571.75	5961.75	8151	125.75	5305.25	5665.75	1426.5	590.75	2252.5	5542.75	6872.25	4560	3041	6385.5	1904.75	5228.25	1897.75	1676	7954.5	2308	187.5	6301.25	1243.75	384.75	75.75	2855.5	5274.5	2811.75	3396	3412	742.75	4466	5728.25	2768.75	5386.25	7178	4386.5	4669.5	442.25	3815.5	2129.75	3496.25	7072.25	3986	716.25	4635	5811.25	6377	7079.5	6967.5	2400.25	7080.75	5283	6118	6788	6271.75	7142.5	7440.75	7475.25	4275.75	3605.75	881.75	2900	6742.25	3503.75	1391.25	7	5385.75	6336.75	522	735.75	3159.25	5602.25	6615.75	1262.25	1170.25	397	2835.5	152	8015	5305.25	439.5	7488.5	5222	3536.5	172.5	1987.25	3210.75	5357.5	6405	187	6766.75	
1134	5195.75	4508.75	8056.5	3796.25	1759.5	2463.25	6407.25	2806	3937	4980.75	839.75	8064.25	6191.5	1236	3738.75	5829.5	8181.5	6352.75	5256.25	5088.75	7750.25	5637.25	2374	4646	2378.75	4491	5835.5	2018.75	4478.25	4035.5	7799	5487	6268	5106.5	3651.5	6543.25	6107.25	8101	1676.25	5156.5	7453	4843.75	7523.25	4141.25	4009	3684	7285.25	7703.5	1498.5	2064	1663	5984	7709.5	5120.5	338.75	5253.75	282.75	4557.5	4460.25	3656.25	502.75	8159.25	1046.5	4922.5	412.5	1415.5	5408.5	2723.25	2588.25	5354	3363	3502	1815.5	5558.25	1363.5	4075.75	4158.5	6575.75	3564	37	2781	3079.25	1053.25	6777.25	6007	7300	5270	5329.5	4214.5	6012.5	6038.75	7840.25	3816	2975.75	919	7410.75	6727.25	3725.5	890.25	
7122.25	6237	320.5	3413.25	7668.5	555	1350.5	1730.75	957.75	4842.25	969.5	5064.75	4752	5654.75	5992.75	7500.75	5486.25	2445.25	6626	3098	8171.25	6328.25	1674.5	1397.25	3180.5	1484.5	4759.25	1602.5	7865.25	1558.5	3127	2490.25	989.75	1623.25	378.75	6317.25	6234.25	7217.25	14.5	3675	3492.75	6566	3779.25	4053.75	6138.75	1953.75	4582.5	759.75	7553	7322	7020.5	488.5	4021.25	5177.5	6121	6193.5	2095	7453.75	6487.75	1635.25	4528.75	419.75	4277.5	6474.5	5768.25	197	5994.25	4533	7489	7172.25	6528.25	2502	3235.25	3947.5	430.75	5340.75	7	6296	6194.5	1800	1267.75	471.25	5493.5	267.75	2833.25	5716.75	6538.25	3573.75	8042	5206.25	2419	3907.25	7162.5	649.5	827.25	1173.25	1171.5	7520	2529	3062.25	
